"row","city","country","buildings","highrises","population","url","page_num","timestamp"
481,"Campo Grande","Brazil","2","1","663,621","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
482,"Candiota","Brazil","no data","no data","8,776","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
483,"Caxias Do Sul","Brazil","1","1","427,858","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
484,"Criciuma","Brazil","1","1","192,236","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
485,"Cuiaba","Brazil","15","14","542,861","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
486,"Curitiba","Brazil","127","125","1,746,896","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
487,"Duque de Caxias","Brazil","no data","no data","872,762","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
488,"Eldorado do Sul","Brazil","no data","no data","34,335","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
489,"Florianopolis","Brazil","no data","no data","406,564","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
490,"Fortaleza","Brazil","119","115","2,447,409","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
491,"Foz do IguaÃ§u","Brazil","2","2","309,113","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
492,"Goiania","Brazil","39","39","1,301,892","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
493,"Guaruja","Brazil","4","3","305,171","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
494,"Guarulhos","Brazil","4","3","1,222,357","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
495,"ItajaÃ­","Brazil","1","1","212,615","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
496,"ItÃº","Brazil","no data","no data","154,200","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
497,"Joao Pessoa","Brazil","39","38","983,925","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
498,"JundiaÃ­","Brazil","3","3","349,929","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
499,"Londrina","Brazil","34","34","495,696","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
500,"Maceio","Brazil","no data","no data","932,601","http://skyscraperpage.com/cities/?s=0&c=2&p=9&r=50&10=0",10,2018-12-05 21:49:21
501,"Manaus","Brazil","49","47","1,802,525","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
502,"Marialva","Brazil","no data","no data","31,972","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
503,"Maringa","Brazil","4","3","324,397","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
504,"MuÃ§um","Brazil","no data","no data","4,791","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
505,"Natal","Brazil","3","2","806,203","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
506,"Niteroi","Brazil","1","no data","476,669","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
507,"Nova Iguacu","Brazil","no data","no data","865,089","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
508,"Nova Lima","Brazil","2","1","73,247","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
509,"Novo Hamburgo","Brazil","6","6","258,754","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
510,"Passo Fundo","Brazil","2","2","188,302","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
511,"Petrolina","Brazil","1","1","281,851","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
512,"Ponta Grossa","Brazil","no data","no data","344,332","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
513,"Porto Alegre","Brazil","31","29","1,409,939","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
514,"Praia Grande","Brazil","1","1","310,024","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
515,"Recife","Brazil","97","97","1,536,934","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
516,"RibeirÃ£o Preto","Brazil","1","1","604,682","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
517,"Rio de Janeiro","Brazil","239","219","6,323,037","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
518,"Salvador","Brazil","40","39","2,676,606","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
519,"Santa Cruz do Sul","Brazil","1","no data","119,803","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
520,"Santos","Brazil","30","30","418,375","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
521,"SÃ£o Bernardo do Campo","Brazil","no data","no data","765,203","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
522,"Sao Goncalo","Brazil","no data","no data","999,901","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
523,"Sao Jose dos Pinhais","Brazil","no data","no data","261,125","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
524,"SÃ£o LourenÃ§o da Mata","Brazil","1","no data","108,301","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
525,"Sao Luis","Brazil","no data","no data","1,011,943","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
526,"Sao Paulo","Brazil","617","585","11,244,367","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
527,"Sao Vicente","Brazil","no data","no data","329","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
528,"Teresina","Brazil","no data","no data","802,537","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
529,"UberlÃ¢ndia","Brazil","1","1","604,013","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
530,"Umuarama","Brazil","1","1","102,704","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
531,"Varginha","Brazil","no data","no data","130,139","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
532,"Veranopolis","Brazil","1","no data","21,351","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
533,"Vila de Balbina","Brazil","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
534,"VitÃ³ria","Brazil","1","1","317,085","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
535,"Bandar Seri Begawan","Brunei","8","6","50,000","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
536,"Albena","Bulgaria","1","1",,"http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
537,"Balgarevo","Bulgaria","no data","no data","1,305","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
538,"Barzia","Bulgaria","1","no data","1,594","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
539,"Belogradchik","Bulgaria","1","no data","6,738","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
540,"Bobov Dol","Bulgaria","no data","no data","6,150","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
541,"Burgas","Bulgaria","2","1","209,479","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
542,"Devnya","Bulgaria","no data","no data","9,262","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
543,"Dobrich","Bulgaria","1","no data","114,990","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
544,"Gramada","Bulgaria","no data","no data","1,524","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
545,"Ilia Blaskovo","Bulgaria","no data","no data","478","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
546,"Kameno","Bulgaria","no data","no data","5,361","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
547,"Karnobat","Bulgaria","no data","no data","29,871","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
548,"Kozloduy","Bulgaria","no data","no data","13,771","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
549,"Mednikarovo","Bulgaria","no data","no data","533","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
550,"Momchilgrad","Bulgaria","1","no data","8,344","http://skyscraperpage.com/cities/?s=0&c=2&p=10&r=50&10=0",11,2018-12-05 21:49:22
551,"Novo Konomladi","Bulgaria","no data","no data","144","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
552,"Pirdop","Bulgaria","no data","no data","7,412","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
553,"Pleven","Bulgaria","1","no data","113,700","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
554,"Plovdiv","Bulgaria","6","6","338,302","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
555,"Radetski","Bulgaria","no data","no data","412","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
556,"Razgrad","Bulgaria","1","no data","39,540","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
557,"Ruse","Bulgaria","2","1","178,435","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
558,"Silistra","Bulgaria","1","no data","49,166","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
559,"Smolian","Bulgaria","1","no data","47,231","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
560,"Sofia","Bulgaria","46","44","1,173,988","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
561,"Stara Zagora","Bulgaria","1","no data","167,708","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
562,"Svilengrad","Bulgaria","1","no data","18,132","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
563,"Tutrakan","Bulgaria","1","no data","11,516","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
564,"Vakarel","Bulgaria","no data","no data","2,207","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
565,"Varna","Bulgaria","5","4","357,752","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
566,"Ouagadougou","Burkina Faso","1","1","1,086,505","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
567,"Phnom Penh","Cambodia","23","22","1,573,544","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
568,"Siem Reap","Cambodia","1","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
569,"Sihanoukville","Cambodia","no data","no data","199,902","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
570,"Douala","Cameroon","1","1","1,338,144","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
571,"Yaounde","Cameroon","3","3","2,131,832","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
572,"Abbotsford","Canada","11","11","133,497","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
573,"Airdrie","Canada","no data","no data","42,564","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
574,"Ajax","Canada","13","12","109,600","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
575,"Amherst","Canada","1","no data","9,717","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
576,"Argentia","Canada","no data","no data","3,643","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
577,"Bancroft","Canada","no data","no data","3,880","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
578,"Banff","Canada","2","2","7,584","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
579,"Barrie","Canada","20","16","135,711","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
580,"Belledune","Canada","no data","no data","1,548","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
581,"Belleville","Canada","11","6","49,454","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
582,"Boissevain","Canada","1","no data","1,572","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
583,"Borden-Carleton","Canada","no data","no data","750","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
584,"Brampton","Canada","87","77","523,911","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
585,"Brandon","Canada","4","3","46,061","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
586,"Brantford","Canada","7","4","93,650","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
587,"Brockville","Canada","1","no data","21,870","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
588,"Brooke-Alvinston","Canada","no data","no data","2,548","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
589,"Brossard","Canada","11","10","79,273","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
590,"Bull Arm","Canada","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
591,"Burlington","Canada","68","59","175,779","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
592,"Burnaby","Canada","193","178","223,218","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
593,"Calgary","Canada","403","352","1,096,833","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
594,"Cambridge","Canada","14","11","126,748","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
595,"Cambridge Bay","Canada","no data","no data","1,619","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
596,"Canmore","Canada","no data","no data","12,288","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
597,"Cap-Chat","Canada","no data","no data","2,623","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
598,"Cape Breton","Canada","3","2","97,398","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
599,"Cardston","Canada","no data","no data","3,580","http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
600,"Central Saanich","Canada","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=11&r=50&10=0",12,2018-12-05 21:49:24
601,"Charlottetown","Canada","3","2","34,562","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
602,"Chatham-Kent","Canada","11","1","103,671","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
603,"Churchill","Canada","no data","no data","813","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
604,"Clarence-Rockland","Canada","no data","no data","23,185","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
605,"Cobourg","Canada","no data","no data","18,519","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
606,"Colborne","Canada","no data","no data","2,086","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
607,"Colwood","Canada","no data","no data","16,093","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
608,"Coquitlam","Canada","41","41","126,456","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
609,"Corner Brook","Canada","1","1","19,886","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
610,"Cornwall","Canada","6","1","46,340","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
611,"Cranbrook","Canada","no data","no data","19,319","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
612,"Dalhousie","Canada","no data","no data","3,512","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
613,"Delta","Canada","12","4","99,863","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
614,"Drumheller","Canada","no data","no data","8,029","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
615,"Drummondville","Canada","no data","no data","71,852","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
616,"Duncan","Canada","1","no data","4,932","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
617,"Edmonton","Canada","304","275","812,201","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
618,"Esquimalt","Canada","3","no data","16,209","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
619,"Flin Flon","Canada","no data","no data","5,592","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
620,"Fort Erie","Canada","no data","no data","29,960","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
621,"Fort McMurray","Canada","3","3","61,374","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
622,"Fort Saskatchewan","Canada","no data","no data","19,051","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
623,"Fredericton","Canada","18","3","56,224","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
624,"Ganonoque","Canada","1","no data","5,194","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
625,"Gatineau","Canada","40","32","265,349","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
626,"Granby","Canada","no data","no data","63,433","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
627,"Grand Rapids","Canada","no data","no data","239","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
628,"Grande Cache","Canada","no data","no data","4,319","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
629,"Grande Prairie","Canada","3","3","55,032","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
630,"Greater Sudbury","Canada","20","12","160,274","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
631,"Guelph","Canada","16","8","121,688","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
632,"Halifax","Canada","140","102","390,096","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
633,"Halton Hills","Canada","4","1","59,008","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
634,"Hamilton","Canada","165","121","519,949","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
635,"Hampstead","Canada","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
636,"Hay River","Canada","1","1","3,606","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
637,"Highlands","Canada","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
638,"Igloolik","Canada","1","no data","1,454","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
639,"Iqaluit","Canada","2","1","6,699","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
640,"Jasper","Canada","no data","no data","4,051","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
641,"Kamloops","Canada","9","5","85,678","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
642,"Kelowna","Canada","21","14","117,312","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
643,"Kenora","Canada","1","1","15,348","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
644,"Kindersley","Canada","no data","no data","4,678","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
645,"Kingston","Canada","36","19","123,363","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
646,"Kitchener","Canada","67","52","219,153","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
647,"L'Anse Amour","Canada","1","no data","49","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
648,"Lake Louise","Canada","no data","no data","1,175","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
649,"Lakeshore","Canada","no data","no data","34,536","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
650,"Langford","Canada","2","1","29,288","http://skyscraperpage.com/cities/?s=0&c=2&p=12&r=50&10=0",13,2018-12-05 21:49:25
651,"Langley","Canada","no data","no data","25,081","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
652,"Laval","Canada","71","62","401,553","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
653,"Leduc","Canada","no data","no data","24,279","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
654,"Lethbridge","Canada","7","4","83,571","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
655,"LÃ©vis","Canada","6","5","138,769","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
656,"London","Canada","198","147","366,151","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
657,"Longueuil","Canada","20","20","231,409","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
658,"Lunenburg","Canada","no data","no data","25,118","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
659,"Macdonald","Canada","no data","no data","5,653","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
660,"Maple Ridge","Canada","6","3","76,052","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
661,"Markham","Canada","72","61","301,709","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
662,"Matane","Canada","no data","no data","14,462","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
663,"Medicine Hat","Canada","1","1","60,005","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
664,"Metchosin","Canada","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
665,"Midland","Canada","1","1","16,572","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
666,"Milton","Canada","5","4","84,362","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
667,"Miramichi","Canada","no data","no data","17,811","http://skyscraperpage.com/cities/?s=0&c=2&p=13&r=50&10=0",14,2018-12-05 21:49:26
